subjID,country,stimA,stimB,decision,recogA,recogB,accuracy
39,1,73,44,2,0,0,1
39,1,48,63,1,0,0,1
39,1,17,80,1,0,0,1
39,1,13,81,1,0,0,1
39,1,46,29,2,0,0,1
39,1,52,28,2,0,0,1
39,1,5,57,2,0,1,0
39,1,78,47,2,0,0,1
39,2,7,4,2,1,1,1
39,2,15,12,2,1,1,1
39,2,74,32,1,1,1,0
39,2,20,64,1,1,0,1
39,2,62,16,2,1,1,1
39,2,48,70,1,1,1,1
39,2,52,60,1,1,1,1
39,2,31,72,1,1,1,1
39,2,43,67,2,0,0,0
39,2,54,33,1,1,1,0
39,2,2,39,1,1,1,1
39,2,69,23,2,1,1,1
39,2,9,38,1,1,0,1
39,2,56,37,1,0,1,0
39,2,21,40,2,1,1,0
39,2,57,36,2,1,1,1
39,2,45,14,1,1,1,0
39,2,44,19,1,1,1,0
39,2,73,55,2,0,1,1
39,2,53,59,2,1,1,0
39,2,51,47,1,1,1,0
39,2,65,50,1,0,0,0
39,2,30,58,1,1,1,1
39,2,24,66,1,1,1,1
39,2,1,11,1,1,1,1
39,2,25,8,2,1,1,1
39,2,46,34,2,1,1,1
39,2,6,29,2,1,1,0
39,2,42,61,2,1,1,0
39,2,3,26,1,1,1,1
39,2,28,27,2,1,1,1
39,2,17,5,2,1,1,1
39,2,13,63,1,1,1,1
39,2,49,35,2,1,1,1
39,2,22,41,1,1,1,1
39,2,71,18,2,0,1,1
39,2,10,68,1,1,1,1
39,3,45,21,1,0,0,0
39,3,47,10,2,0,0,1
39,3,43,7,1,0,0,0
39,3,24,22,2,0,0,1
39,3,26,1,2,0,1,1
39,3,46,32,2,0,0,1
39,3,11,31,1,1,0,1
39,3,16,36,2,0,0,0
39,3,42,29,1,0,0,0
39,3,23,12,2,0,1,1
39,3,48,40,1,1,0,0
39,3,25,37,1,0,0,1
39,3,41,35,2,0,0,1
39,3,27,6,2,0,0,1
39,3,19,33,1,0,0,1
39,3,44,28,2,0,1,1
39,3,49,34,2,0,0,1
39,3,38,13,2,0,0,1
39,3,2,14,1,1,0,1
39,3,20,39,2,0,0,0
39,3,5,9,1,0,0,1
39,3,18,3,1,1,1,0
39,3,17,8,2,1,1,1
39,3,4,15,1,1,1,1
39,4,25,65,1,0,0,1
39,4,53,1,2,0,1,1
39,4,39,31,2,1,0,1
39,4,15,3,1,1,0,0
39,4,42,49,1,0,0,1
39,4,20,58,1,0,0,1
39,4,23,11,1,1,0,0
39,4,4,8,2,1,1,0
39,4,27,55,1,1,0,1
39,4,10,51,2,0,1,0
39,4,14,6,2,0,1,1
39,4,57,28,1,1,1,0
39,4,22,36,1,1,0,1
39,4,43,18,2,0,1,1
39,4,46,19,1,0,1,0
39,4,40,30,1,0,1,0
39,4,60,13,2,0,1,1
39,4,52,2,1,1,0,0
39,4,61,38,2,0,1,1
39,4,37,56,2,0,1,0
39,4,35,21,1,0,0,0
39,4,45,44,2,0,1,1
39,4,33,26,2,1,0,1
39,4,24,47,2,0,1,0
39,4,62,66,2,0,0,0
39,4,41,50,1,1,0,1
39,4,34,5,1,0,0,0
39,4,7,17,2,0,0,0
39,4,9,16,1,1,0,1
39,4,54,59,1,1,1,1
39,4,63,32,1,1,1,0
39,4,48,12,2,0,0,1
39,4,29,64,2,0,1,0
40,1,37,38,1,0,0,1
40,1,45,8,2,0,0,1
40,1,35,69,1,0,0,1
40,1,31,50,2,0,0,0
40,1,53,60,1,0,0,1
40,1,68,36,2,0,1,1
40,1,71,20,2,0,1,1
40,1,11,79,1,0,0,1
40,1,54,21,1,0,0,0
40,1,66,6,2,0,1,1
40,1,55,19,2,0,0,1
40,1,82,58,1,1,0,0
40,1,26,61,1,0,0,1
40,1,14,77,1,1,1,1
40,1,27,39,1,0,0,1
40,1,10,33,1,0,0,1
40,1,30,12,2,0,0,1
40,1,72,7,2,0,0,1
40,1,32,51,1,0,0,1
40,1,3,34,1,1,1,1
40,1,1,75,1,1,0,1
40,1,74,70,2,0,0,1
40,1,56,42,2,0,0,1
40,1,24,62,1,0,0,1
40,1,41,49,1,0,0,1
40,1,22,59,2,0,0,0
40,1,16,65,2,0,0,0
40,1,23,83,1,1,0,1
40,1,18,43,2,0,0,0
40,1,9,2,1,1,1,0
40,1,25,15,2,0,1,1
40,1,76,64,2,0,0,1
40,1,67,4,2,0,1,1
40,1,73,44,1,0,0,0
40,1,48,63,2,0,0,0
40,1,17,80,1,0,0,1
40,1,13,81,1,1,0,1
40,1,46,29,1,1,1,0
40,1,52,28,1,0,0,0
40,1,5,57,1,1,0,1
40,1,78,47,1,0,0,0
40,2,7,4,2,1,1,1
40,2,15,12,2,1,1,1
40,2,74,32,1,1,1,0
40,2,20,64,1,1,1,1
40,2,62,16,1,1,1,0
40,2,48,70,2,1,1,0
40,2,52,60,1,1,0,1
40,2,31,72,2,1,1,0
40,2,43,67,1,1,0,1
40,2,54,33,2,1,1,1
40,2,2,39,1,1,1,1
40,2,69,23,2,0,1,1
40,2,9,38,1,1,0,1
40,2,56,37,2,0,1,1
40,2,21,40,2,1,1,0
40,2,57,36,1,1,1,0
40,2,45,14,2,1,1,1
40,2,44,19,1,1,1,0
40,2,73,55,2,0,1,1
40,2,53,59,2,1,1,0
40,2,51,47,2,1,1,1
40,2,65,50,1,1,1,0
40,2,30,58,2,1,1,0
40,2,24,66,1,1,1,1
40,2,1,11,1,1,1,1
40,2,25,8,1,1,1,0
40,2,46,34,2,1,1,1
40,2,6,29,1,1,1,1
40,2,42,61,2,1,1,0
40,2,3,26,1,1,1,1
40,2,28,27,2,1,1,1
40,2,17,5,2,1,1,1
40,2,13,63,1,1,1,1
40,2,49,35,2,1,1,1
40,2,22,41,1,1,1,1
40,2,71,18,2,1,1,1
40,2,10,68,2,1,1,0
40,3,45,21,2,0,0,1
40,3,47,10,2,0,0,1
40,3,43,7,1,0,0,0
40,3,24,22,1,0,0,0
40,3,26,1,1,1,1,0
40,3,46,32,2,0,1,1
40,3,11,31,1,1,0,1
40,3,16,36,1,0,0,1
40,3,42,29,2,0,1,1
40,3,23,12,2,0,1,1
40,3,48,40,1,0,0,0
40,3,25,37,2,0,0,0
40,3,41,35,1,0,0,0
40,3,27,6,2,0,1,1
40,3,19,33,1,0,0,1
40,3,44,28,1,0,0,0
40,3,49,34,1,0,0,0
40,3,38,13,2,0,0,1
40,3,2,14,1,1,0,1
40,3,20,39,2,0,0,0
40,3,5,9,2,0,0,0
40,3,18,3,2,0,1,1
40,3,17,8,2,0,1,1
40,3,4,15,1,1,0,1
40,4,25,65,1,1,0,1
40,4,53,1,2,0,1,1
40,4,39,31,2,0,1,1
40,4,15,3,2,0,1,1
40,4,42,49,1,1,0,1
40,4,20,58,1,1,0,1
40,4,23,11,2,0,1,1
40,4,4,8,2,1,1,0
40,4,27,55,2,0,1,0
40,4,10,51,2,0,1,0
40,4,14,6,1,1,0,0
40,4,57,28,2,1,0,1
40,4,22,36,2,0,1,0
40,4,43,18,2,0,1,1
40,4,46,19,2,0,1,1
40,4,40,30,1,0,0,0
40,4,60,13,2,0,1,1
40,4,52,2,2,0,1,1
40,4,61,38,1,0,0,0
40,4,37,56,2,0,1,0
40,4,35,21,2,0,1,1
40,4,45,44,1,1,0,0
40,4,33,26,2,0,1,1
40,4,24,47,2,0,1,0
40,4,62,66,1,0,0,1
40,4,41,50,1,1,0,1
40,4,34,5,2,0,1,1
40,4,7,17,1,1,0,1
40,4,9,16,1,1,0,1
40,4,54,59,2,0,0,0
40,4,63,32,2,0,0,1
40,4,48,12,1,0,0,0
40,4,29,64,1,1,1,1
41,1,37,38,1,0,0,1
41,1,45,8,1,0,0,0
41,1,35,69,1,1,0,1
41,1,31,50,1,0,0,1
41,1,53,60,1,0,0,1
41,1,68,36,2,0,0,1
41,1,71,20,2,0,0,1
41,1,11,79,2,0,0,0
41,1,54,21,1,1,0,0
41,1,66,6,2,0,0,1
41,1,55,19,2,0,1,1
41,1,82,58,2,0,0,1
41,1,26,61,1,0,0,1
41,1,14,77,2,0,0,0
41,1,27,39,1,1,0,1
41,1,10,33,1,0,0,1
41,1,30,12,2,0,1,1
41,1,72,7,2,0,0,1
41,1,32,51,1,1,0,1
41,1,3,34,1,1,0,1
41,1,1,75,1,1,0,1
41,1,74,70,2,0,0,1
41,1,56,42,1,0,0,0
41,1,24,62,2,0,0,0
41,1,41,49,1,0,0,1
41,1,22,59,1,0,0,1
41,1,16,65,1,0,0,1
41,1,23,83,1,0,0,1
41,1,18,43,2,0,0,0
41,1,9,2,1,1,1,0
41,1,25,15,2,0,0,1
41,1,76,64,1,0,0,0
41,1,67,4,1,0,0,0
41,1,73,44,1,0,0,0
41,1,48,63,1,0,0,1
41,1,17,80,1,0,0,1
41,1,13,81,1,1,0,1
41,1,46,29,2,0,1,1
41,1,52,28,1,0,0,0
41,1,5,57,2,1,0,0
41,1,78,47,1,0,0,0
41,2,7,4,2,1,1,1
41,2,15,12,1,1,1,0
41,2,74,32,2,1,1,1
41,2,20,64,1,1,1,1
41,2,62,16,1,1,1,0
41,2,48,70,1,1,1,1
41,2,52,60,1,1,1,1
41,2,31,72,1,1,1,1
41,2,43,67,1,1,1,1
41,2,54,33,1,1,1,0
41,2,2,39,1,1,1,1
41,2,69,23,2,1,1,1
41,2,9,38,1,1,1,1
41,2,56,37,2,0,1,1
41,2,21,40,2,1,1,0
41,2,57,36,1,1,1,0
41,2,45,14,1,1,1,0
41,2,44,19,1,1,1,0
41,2,73,55,2,0,1,1
41,2,53,59,2,1,1,0
41,2,51,47,2,1,1,1
41,2,65,50,2,1,1,1
41,2,30,58,2,1,1,0
41,2,24,66,1,1,1,1
41,2,1,11,1,1,1,1
41,2,25,8,2,1,1,1
41,2,46,34,2,1,1,1
41,2,6,29,1,1,1,1
41,2,42,61,1,1,1,1
41,2,3,26,1,1,1,1
41,2,28,27,1,1,1,0
41,2,17,5,2,1,1,1
41,2,13,63,1,1,1,1
41,2,49,35,2,1,1,1
41,2,22,41,1,1,1,1
41,2,71,18,2,1,1,1
41,2,10,68,1,1,1,1
41,3,45,21,2,0,0,1
41,3,47,10,2,0,0,1
41,3,43,7,2,0,0,1
41,3,24,22,1,0,0,0
41,3,26,1,2,0,1,1
41,3,46,32,2,0,1,1
41,3,11,31,2,1,1,0
41,3,16,36,2,0,0,0
41,3,42,29,2,0,1,1
41,3,23,12,2,0,0,1
41,3,48,40,1,0,0,0
41,3,25,37,2,0,0,0
41,3,41,35,1,0,0,0
41,3,27,6,2,0,1,1
41,3,19,33,1,0,0,1
41,3,44,28,1,0,0,0
41,3,49,34,1,1,0,0
41,3,38,13,2,0,1,1
41,3,2,14,1,1,0,1
41,3,20,39,2,0,0,0
41,3,5,9,1,1,0,1
41,3,18,3,2,0,1,1
41,3,17,8,2,1,1,1
41,3,4,15,2,0,1,0
41,4,25,65,1,0,0,1
41,4,53,1,2,0,1,1
41,4,39,31,2,0,0,1
41,4,15,3,1,1,1,0
41,4,42,49,1,0,0,1
41,4,20,58,2,0,1,0
41,4,23,11,1,0,1,0
41,4,4,8,1,1,1,1
41,4,27,55,2,0,0,0
41,4,10,51,1,0,0,1
41,4,14,6,1,1,0,0
41,4,57,28,1,1,0,0
41,4,22,36,1,0,0,1
41,4,43,18,2,0,1,1
41,4,46,19,2,0,1,1
41,4,40,30,1,0,0,0
41,4,60,13,2,0,1,1
41,4,52,2,2,0,1,1
41,4,61,38,1,1,1,0
41,4,37,56,1,0,1,1
41,4,35,21,1,0,0,0
41,4,45,44,2,0,0,1
41,4,33,26,2,0,1,1
41,4,24,47,2,1,1,0
41,4,62,66,2,0,1,0
41,4,41,50,1,1,0,1
41,4,34,5,2,0,0,1
41,4,7,17,1,1,0,1
41,4,9,16,1,1,0,1
41,4,54,59,2,0,0,0
41,4,63,32,2,0,0,1
41,4,48,12,1,0,0,0
41,4,29,64,2,0,1,0
42,1,37,38,1,0,0,1
42,1,45,8,1,0,0,0
42,1,35,69,2,0,0,0
42,1,31,50,1,0,0,1
42,1,53,60,2,0,0,0
42,1,68,36,1,0,0,0
42,1,71,20,2,0,0,1
42,1,11,79,2,0,0,0
42,1,54,21,1,0,0,0
42,1,66,6,2,0,0,1
42,1,55,19,1,0,0,0
42,1,82,58,1,0,0,0
42,1,26,61,1,0,0,1
42,1,14,77,1,1,0,1
42,1,27,39,1,0,1,1
42,1,10,33,1,0,0,1
42,1,30,12,1,0,1,0
42,1,72,7,1,0,0,0
42,1,32,51,2,0,0,0
42,1,3,34,1,1,0,1
42,1,1,75,1,1,0,1
42,1,74,70,1,0,0,0
42,1,56,42,2,0,0,1
42,1,24,62,1,0,0,1
42,1,41,49,1,0,0,1
42,1,22,59,2,0,0,0
42,1,16,65,2,0,0,0
42,1,23,83,1,0,0,1
42,1,18,43,2,0,0,0
42,1,9,2,1,1,0,0
42,1,25,15,2,0,0,1
42,1,76,64,2,0,0,1
42,1,67,4,2,0,0,1
42,1,73,44,2,0,0,1
42,1,48,63,1,0,0,1
42,1,17,80,1,0,0,1
42,1,13,81,1,1,0,1
42,1,46,29,1,0,0,0
42,1,52,28,2,1,0,1
42,1,5,57,1,1,0,1
42,1,78,47,2,0,0,1
42,2,7,4,1,1,1,0
42,2,15,12,2,1,1,1
42,2,74,32,2,1,1,1
42,2,20,64,1,1,1,1
42,2,62,16,1,1,1,0
42,2,48,70,2,1,1,0
42,2,52,60,1,1,0,1
42,2,31,72,2,1,1,0
42,2,43,67,1,1,1,1
42,2,54,33,1,1,0,0
42,2,2,39,1,1,1,1
42,2,69,23,2,0,1,1
42,2,9,38,1,1,0,1
42,2,56,37,2,0,1,1
42,2,21,40,2,1,1,0
42,2,57,36,2,1,1,1
42,2,45,14,2,1,1,1
42,2,44,19,1,1,1,0
42,2,73,55,2,1,1,1
42,2,53,59,2,1,1,0
42,2,51,47,2,1,1,1
42,2,65,50,2,1,1,1
42,2,30,58,1,1,1,1
42,2,24,66,2,1,1,0
42,2,1,11,1,1,1,1
42,2,25,8,2,1,1,1
42,2,46,34,1,1,1,0
42,2,6,29,2,1,1,0
42,2,42,61,2,1,1,0
42,2,3,26,1,1,1,1
42,2,28,27,2,1,1,1
42,2,17,5,2,1,1,1
42,2,13,63,1,1,1,1
42,2,49,35,1,0,1,0
42,2,22,41,1,1,1,1
42,2,71,18,2,0,1,1
42,2,10,68,1,1,1,1
42,3,45,21,2,0,0,1
42,3,47,10,2,0,0,1
42,3,43,7,2,0,0,1
42,3,24,22,2,0,0,1
42,3,26,1,2,0,1,1
42,3,46,32,2,0,1,1
42,3,11,31,1,1,0,1
42,3,16,36,1,0,0,1
42,3,42,29,1,0,0,0
42,3,23,12,2,0,1,1
42,3,48,40,1,0,0,0
42,3,25,37,1,0,0,1
42,3,41,35,2,0,0,1
42,3,27,6,2,0,1,1
42,3,19,33,1,0,0,1
42,3,44,28,1,1,0,0
42,3,49,34,2,0,0,1
42,3,38,13,2,0,0,1
42,3,2,14,1,1,1,1
42,3,20,39,2,0,1,0
42,3,5,9,1,1,0,1
42,3,18,3,2,0,1,1
42,3,17,8,2,0,1,1
42,3,4,15,1,0,0,1
42,4,25,65,1,0,0,1
42,4,53,1,2,0,1,1
42,4,39,31,2,0,0,1
42,4,15,3,2,0,1,1
42,4,42,49,1,0,1,1
42,4,20,58,2,0,0,0
42,4,23,11,1,0,0,0
42,4,4,8,2,0,1,0
42,4,27,55,2,0,0,0
42,4,10,51,2,0,0,0
42,4,14,6,2,0,0,1
42,4,57,28,1,1,1,0
42,4,22,36,1,1,0,1
42,4,43,18,2,0,1,1
42,4,46,19,2,0,1,1
42,4,40,30,2,0,0,1
42,4,60,13,2,0,1,1
42,4,52,2,2,0,1,1
42,4,61,38,1,0,0,0
42,4,37,56,2,0,1,0
42,4,35,21,2,0,0,1
42,4,45,44,2,0,0,1
42,4,33,26,2,0,1,1
42,4,24,47,2,1,1,0
42,4,62,66,2,0,1,0
42,4,41,50,1,1,1,1
42,4,34,5,1,0,0,0
42,4,7,17,2,1,0,0
42,4,9,16,1,1,0,1
42,4,54,59,2,0,0,0
42,4,63,32,2,0,1,1
42,4,48,12,2,0,0,1
42,4,29,64,1,1,1,1
43,1,37,38,1,1,0,1
43,1,45,8,1,0,0,0
43,1,35,69,1,0,0,1
43,1,31,50,1,0,0,1
43,1,53,60,1,0,0,1
43,1,68,36,2,0,1,1
43,1,71,20,2,0,0,1
43,1,11,79,2,0,0,0
43,1,54,21,1,1,0,0
43,1,66,6,2,0,0,1
43,1,55,19,1,0,0,0
43,1,82,58,2,0,0,1
43,1,26,61,1,0,0,1
43,1,14,77,1,1,0,1
43,1,27,39,2,0,1,0
43,1,10,33,1,0,0,1
43,1,30,12,2,1,1,1
43,1,72,7,1,0,0,0
43,1,32,51,2,0,1,0
43,1,3,34,1,1,0,1
43,1,1,75,1,1,0,1
43,1,74,70,1,0,0,0
43,1,56,42,2,0,0,1
43,1,24,62,2,0,0,0
43,1,41,49,1,0,0,1
43,1,22,59,2,0,0,0
43,1,16,65,1,0,0,1
43,1,23,83,2,0,0,0
43,1,18,43,2,0,0,0
43,1,9,2,2,0,1,1
43,1,25,15,2,0,0,1
43,1,76,64,2,0,0,1
43,1,67,4,2,0,1,1
43,1,73,44,2,0,1,1
43,1,48,63,1,0,0,1
43,1,17,80,2,0,0,0
43,1,13,81,1,1,0,1
43,1,46,29,2,0,1,1
43,1,52,28,1,0,0,0
43,1,5,57,2,0,1,0
43,1,78,47,2,0,0,1
43,2,7,4,2,1,1,1
43,2,15,12,2,0,1,1
43,2,74,32,2,0,1,1
43,2,20,64,1,1,1,1
43,2,62,16,1,1,1,0
43,2,48,70,2,1,0,0
43,2,52,60,1,1,0,1
43,2,31,72,1,1,0,1
43,2,43,67,2,0,0,0
43,2,54,33,1,1,0,0
43,2,2,39,1,1,0,1
43,2,69,23,2,0,1,1
43,2,9,38,1,1,0,1
43,2,56,37,2,0,1,1
43,2,21,40,2,1,1,0
43,2,57,36,1,1,1,0
43,2,45,14,2,1,1,1
43,2,44,19,1,1,1,0
43,2,73,55,2,0,1,1
43,2,53,59,2,1,1,0
43,2,51,47,2,1,1,1
43,2,65,50,2,0,0,1
43,2,30,58,1,1,1,1
43,2,24,66,1,0,1,1
43,2,1,11,1,1,1,1
43,2,25,8,2,0,1,1
43,2,46,34,1,0,1,0
43,2,6,29,1,1,1,1
43,2,42,61,2,0,1,0
43,2,3,26,1,1,1,1
43,2,28,27,1,1,0,0
43,2,17,5,2,0,1,1
43,2,13,63,1,1,0,1
43,2,49,35,2,0,1,1
43,2,22,41,1,1,1,1
43,2,71,18,2,0,1,1
43,2,10,68,1,1,0,1
43,3,45,21,2,0,0,1
43,3,47,10,2,0,0,1
43,3,43,7,2,0,1,1
43,3,24,22,2,0,0,1
43,3,26,1,2,0,1,1
43,3,46,32,2,0,1,1
43,3,11,31,1,1,0,1
43,3,16,36,1,0,0,1
43,3,42,29,2,0,0,1
43,3,23,12,2,0,1,1
43,3,48,40,1,0,0,0
43,3,25,37,1,0,0,1
43,3,41,35,2,0,0,1
43,3,27,6,2,0,0,1
43,3,19,33,2,0,0,0
43,3,44,28,2,0,0,1
43,3,49,34,2,0,0,1
43,3,38,13,1,0,0,0
43,3,2,14,1,1,0,1
43,3,20,39,1,0,0,1
43,3,5,9,1,1,0,1
43,3,18,3,2,0,1,1
43,3,17,8,2,0,1,1
43,3,4,15,1,1,0,1
43,4,25,65,1,0,0,1
43,4,53,1,2,0,1,1
43,4,39,31,2,0,0,1
43,4,15,3,2,0,1,1
43,4,42,49,2,0,0,0
43,4,20,58,1,0,0,1
43,4,23,11,1,0,0,0
43,4,4,8,1,1,0,1
43,4,27,55,2,0,0,0
43,4,10,51,2,0,0,0
43,4,14,6,2,0,0,1
43,4,57,28,1,1,0,0
43,4,22,36,1,0,0,1
43,4,43,18,2,0,1,1
43,4,46,19,2,0,1,1
43,4,40,30,1,0,0,0
43,4,60,13,2,0,0,1
43,4,52,2,2,0,1,1
43,4,61,38,1,0,0,0
43,4,37,56,2,0,0,0
43,4,35,21,1,0,0,0
43,4,45,44,2,0,0,1
43,4,33,26,2,0,1,1
43,4,24,47,2,0,1,0
43,4,62,66,1,0,0,1
43,4,41,50,1,1,0,1
43,4,34,5,2,0,0,1
43,4,7,17,1,0,0,1
43,4,9,16,1,1,0,1
43,4,54,59,2,0,0,0
43,4,63,32,2,0,0,1
43,4,48,12,1,0,0,0
43,4,29,64,2,0,1,0
44,1,37,38,1,1,0,1
44,1,45,8,1,1,0,0
44,1,35,69,1,0,0,1
44,1,31,50,2,0,1,0
44,1,53,60,1,0,0,1
44,1,68,36,2,0,1,1
44,1,71,20,2,0,1,1
44,1,11,79,1,0,1,1
44,1,54,21,1,1,0,0
44,1,66,6,2,0,1,1
44,1,55,19,1,0,1,0
44,1,82,58,1,1,0,0
44,1,26,61,2,0,0,0
44,1,14,77,1,1,0,1
44,1,27,39,2,1,1,0
44,1,10,33,1,0,0,1
44,1,30,12,1,0,0,0
44,1,72,7,2,0,0,1
44,1,32,51,1,1,1,1
44,1,3,34,1,1,0,1
44,1,1,75,1,1,0,1
44,1,74,70,1,0,0,0
44,1,56,42,2,0,1,1
44,1,24,62,2,0,0,0
44,1,41,49,2,1,0,0
44,1,22,59,2,0,1,0
44,1,16,65,1,0,0,1
44,1,23,83,1,0,0,1
44,1,18,43,2,0,1,0
44,1,9,2,2,1,1,1
44,1,25,15,1,1,0,0
44,1,76,64,2,0,1,1
44,1,67,4,2,0,1,1
44,1,73,44,1,1,0,0
44,1,48,63,2,1,0,0
44,1,17,80,2,0,0,0
44,1,13,81,1,1,0,1
44,1,46,29,2,0,1,1
44,1,52,28,2,0,0,1
44,1,5,57,1,1,1,1
44,1,78,47,1,1,0,0
44,2,7,4,2,1,1,1
44,2,15,12,2,1,1,1
44,2,74,32,2,1,1,1
44,2,20,64,1,1,0,1
44,2,62,16,1,1,1,0
44,2,48,70,1,1,1,1
44,2,52,60,1,1,0,1
44,2,31,72,1,1,1,1
44,2,43,67,2,0,1,0
44,2,54,33,2,1,1,1
44,2,2,39,1,1,0,1
44,2,69,23,2,1,1,1
44,2,9,38,1,1,1,1
44,2,56,37,2,0,1,1
44,2,21,40,2,1,1,0
44,2,57,36,2,1,1,1
44,2,45,14,2,1,1,1
44,2,44,19,1,1,1,0
44,2,73,55,2,0,1,1
44,2,53,59,2,1,1,0
44,2,51,47,2,1,1,1
44,2,65,50,1,1,1,0
44,2,30,58,2,1,1,0
44,2,24,66,1,1,1,1
44,2,1,11,1,1,1,1
44,2,25,8,1,1,1,0
44,2,46,34,2,0,1,1
44,2,6,29,1,1,1,1
44,2,42,61,2,1,1,0
44,2,3,26,1,1,1,1
44,2,28,27,1,1,0,0
44,2,17,5,2,1,1,1
44,2,13,63,1,1,1,1
44,2,49,35,2,0,1,1
44,2,22,41,1,1,0,1
44,2,71,18,2,0,1,1
44,2,10,68,2,1,1,0
44,3,45,21,2,0,1,1
44,3,47,10,2,0,1,1
44,3,43,7,2,0,1,1
44,3,24,22,1,0,0,0
44,3,26,1,2,0,1,1
44,3,46,32,2,0,1,1
44,3,11,31,1,1,0,1
44,3,16,36,1,0,0,1
44,3,42,29,2,0,0,1
44,3,23,12,2,0,0,1
44,3,48,40,2,0,1,1
44,3,25,37,2,0,0,0
44,3,41,35,1,0,0,0
44,3,27,6,2,0,1,1
44,3,19,33,2,0,0,0
44,3,44,28,1,0,0,0
44,3,49,34,2,0,1,1
44,3,38,13,1,0,0,0
44,3,2,14,1,1,0,1
44,3,20,39,2,0,1,0
44,3,5,9,1,0,0,1
44,3,18,3,2,0,1,1
44,3,17,8,2,0,1,1
44,3,4,15,2,0,0,0
44,4,25,65,1,0,0,1
44,4,53,1,2,0,1,1
44,4,39,31,2,0,1,1
44,4,15,3,1,0,0,0
44,4,42,49,1,1,0,1
44,4,20,58,1,1,0,1
44,4,23,11,1,1,1,0
44,4,4,8,1,1,1,1
44,4,27,55,2,0,1,0
44,4,10,51,2,0,1,0
44,4,14,6,2,0,1,1
44,4,57,28,1,1,1,0
44,4,22,36,1,1,0,1
44,4,43,18,2,0,1,1
44,4,46,19,2,0,1,1
44,4,40,30,1,0,0,0
44,4,60,13,2,0,1,1
44,4,52,2,2,0,1,1
44,4,61,38,1,0,0,0
44,4,37,56,2,0,1,0
44,4,35,21,1,0,0,0
44,4,45,44,2,0,0,1
44,4,33,26,2,0,0,1
44,4,24,47,2,0,1,0
44,4,62,66,1,0,0,1
44,4,41,50,1,1,1,1
44,4,34,5,1,0,1,0
44,4,7,17,1,1,0,1
44,4,9,16,1,1,0,1
44,4,54,59,2,0,0,0
44,4,63,32,2,1,0,1
44,4,48,12,1,0,0,0
44,4,29,64,2,0,1,0
45,1,37,38,1,0,0,1
45,1,45,8,1,0,0,0
45,1,35,69,2,0,0,0
45,1,31,50,1,0,0,1
45,1,53,60,1,0,0,1
45,1,68,36,1,0,0,0
45,1,71,20,2,0,0,1
45,1,11,79,2,1,0,0
45,1,54,21,1,0,0,0
45,1,66,6,2,0,0,1
45,1,55,19,1,0,1,0
45,1,82,58,1,0,0,0
45,1,26,61,1,0,0,1
45,1,14,77,2,0,0,0
45,1,27,39,2,0,0,0
45,1,10,33,1,0,0,1
45,1,30,12,1,0,1,0
45,1,72,7,1,0,0,0
45,1,32,51,1,1,0,1
45,1,3,34,1,0,1,1
45,1,1,75,2,0,0,0
45,1,74,70,1,1,0,0
45,1,56,42,2,0,0,1
45,1,24,62,2,1,0,0
45,1,41,49,2,0,0,0
45,1,22,59,1,0,1,1
45,1,16,65,2,0,0,0
45,1,23,83,2,0,0,0
45,1,18,43,1,1,0,1
45,1,9,2,1,0,0,0
45,1,25,15,1,0,1,0
45,1,76,64,1,1,0,0
45,1,67,4,1,0,0,0
45,1,73,44,2,0,0,1
45,1,48,63,2,1,0,0
45,1,17,80,1,0,0,1
45,1,13,81,1,1,0,1
45,1,46,29,2,1,0,1
45,1,52,28,1,1,0,0
45,1,5,57,2,1,0,0
45,1,78,47,1,0,0,0
45,2,7,4,2,1,1,1
45,2,15,12,1,0,1,0
45,2,74,32,1,0,0,0
45,2,20,64,2,0,0,0
45,2,62,16,2,0,0,1
45,2,48,70,1,0,0,1
45,2,52,60,2,0,0,0
45,2,31,72,1,1,1,1
45,2,43,67,2,1,0,0
45,2,54,33,2,1,0,1
45,2,2,39,1,1,1,1
45,2,69,23,2,1,1,1
45,2,9,38,2,1,1,0
45,2,56,37,2,1,1,1
45,2,21,40,1,1,1,1
45,2,57,36,1,1,1,0
45,2,45,14,2,1,1,1
45,2,44,19,1,1,1,0
45,2,73,55,1,1,1,0
45,2,53,59,1,1,1,1
45,2,51,47,1,1,1,0
45,2,65,50,1,1,1,0
45,2,30,58,1,1,1,1
45,2,24,66,1,1,1,1
45,2,1,11,2,1,0,0
45,2,25,8,1,1,1,0
45,2,46,34,2,0,1,1
45,2,6,29,1,1,1,1
45,2,42,61,2,0,1,0
45,2,3,26,1,1,1,1
45,2,28,27,1,0,1,0
45,2,17,5,1,0,1,0
45,2,13,63,1,1,1,1
45,2,49,35,1,0,1,0
45,2,22,41,1,1,1,1
45,2,71,18,1,0,1,0
45,2,10,68,1,1,1,1
45,3,45,21,1,0,0,0
45,3,47,10,1,0,0,0
45,3,43,7,1,0,1,0
45,3,24,22,1,0,0,0
45,3,26,1,1,0,1,0
45,3,46,32,1,0,0,0
45,3,11,31,1,0,0,1
45,3,16,36,2,1,0,0
45,3,42,29,2,1,0,1
45,3,23,12,2,0,0,1
45,3,48,40,1,0,0,0
45,3,25,37,1,1,0,1
45,3,41,35,1,0,1,0
45,3,27,6,1,0,1,0
45,3,19,33,1,0,0,1
45,3,44,28,2,0,0,1
45,3,49,34,1,0,0,0
45,3,38,13,2,1,0,1
